id_del_proceso,referencia_del_proceso,entidad,nit_entidad,departamento_entidad,ciudad_entidad,ordenentidad,modalidad_de_contratacion,modalidad_corta,tipo_de_contrato,nombre_del_procedimiento,fecha_de_publicacion_del,fecha_adjudicacion,anio_adjudicacion,precio_base,valor_total_adjudicacion,respuestas_al_procedimiento,proveedores_unicos_con,proveedores_invitados,rango_oferentes,baja_competencia,nombre_del_proveedor,nit_del_proveedor_adjudicado,departamento_proveedor,ciudad_proveedor,estado_del_procedimiento,estado_resumen
CO1.REQ.1627569,SEMT SI 001-2020 (Presentación de oferta),SECRETARIA DE MOVILIDAD Y TRANSPORTE,890399029,Valle del Cauca,Cali,Territorial,Selección abreviada subasta inversa,Subasta Inversa,Suministros,SUMINISTRO ELEMENTOS (Presentación de oferta),2020-11-26,2020-12-07,2020.0,150000000,149999801,1,1,0,1 oferente,1,FERRESOL S.A.S,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.1973606,SI-01-2021-HOMIL  (Presentación de oferta),HOSPITAL MILITAR CENTRAL,830040256,Distrito Capital de Bogotá,No Definido,Nacional,Selección abreviada subasta inversa,Subasta Inversa,Suministros,SUMINISTRO DE INSUMOS Y/O DISPOSITIVOS MÉDICO QUIRÚRGICOS  REQUERIDOS   PARA LA REALIZACIÓN DEL PROGRAMA QUIRÚRGICO Y DEMÁS PROCEDIMIENTOS ASISTENCIALES DE LOS SERVICIOS QUE COMPONEN LA UNIDAD MÉDICA,2021-04-16,2021-06-01,2021.0,988000000,78500000,13,13,0,6+ oferentes,0,KAIKA S.A.S.,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.1673022,SID-CDCVS-035-2020,GOBERNACIÓN DEPARTAMENTO DEL PUTUMAYO,800094164,Putumayo,Mocoa,Territorial,Contratación Directa (con ofertas),Directa (ofertas),Obra,CONVENIO SOLIDARIO  LA PLAYA,2020-12-24,2020-12-31,2020.0,36602261,36602261,1,1,1,1 oferente,1,JAC AGUA NEGRA II,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.6272804,IPMC-DTCA-031-2024,PARQUES NACIONALES NATURALES DE COLOMBIA - DIRECCION TERRITORIAL CARIBE,819000759,Bolívar,Cartagena,Territorial,Mínima cuantía,Mínima Cuantía,Prestación de servicios,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE MOTORES DE LA EMBARCACIÓN ASIGNADA AL PNN CORALES DE PROFUNDIDAD,2024-05-21,2024-05-24,2024.0,40000000,40000000,3,3,0,2-5 oferentes,0,EDUARDOÑO S.A.S.,8909000825,Distrito Capital de Bogotá,No Definido,Abierto,Adjudicado
CO1.REQ.1498736,SAMC-DC-CGI-011-2020 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),SENA DISTRITO CAPITAL GRUPO DE APOYO ADMINISTRATIVO - CGI,899999034,Distrito Capital de Bogotá,Bogotá,Nacional,Selección Abreviada de Menor Cuantía,Menor Cuantía,Compraventa,Compra de equipos para modernización de laboratorios ambiental y química aplicada (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),2020-09-16,2020-09-29,2020.0,401820486,144723433,5,5,12,2-5 oferentes,0,KAIKA S.A.S.,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.3075967,MIN-020- II DEL 2022,ALCALDIA MUNICIPIO DE QUIBDO,891680011,Chocó,Quibdó,Territorial,Mínima cuantía,Mínima Cuantía,Prestación de servicios,CORREOS ELECTRONICOS INSTITUCIONALES,2022-06-28,2022-07-05,2022.0,45000000,40500000,1,1,0,1 oferente,1,IA 4 DATA S.A.S,No Definido,Chocó,Quibdó,Seleccionado,Adjudicado
CO1.REQ.5195482,SDM-MC-173-2023,SECRETARÍA DISTRITAL DE MOVILIDAD,8999990619,Distrito Capital de Bogotá,Bogotá,Territorial,Mínima cuantía,Mínima Cuantía,Prestación de servicios,ADQUIRIR LA SUSCRIPCIÓN DE LA HERRAMIENTA TOAD DBA SUITE FOR ORACLE PARA LA SECRETARIA DISTRITAL DE MOVILIDAD,2023-10-25,2023-11-15,2023.0,29231894,23443000,2,2,0,2-5 oferentes,0,BMIND SAS BIC,900105979,Distrito Capital de Bogotá,Bogotá,Seleccionado,Adjudicado
CO1.REQ.5022644,IC-337-2023,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,900959048,Distrito Capital de Bogotá,No Definido,Territorial,Contratación régimen especial (con ofertas),Rég. Especial (ofertas),Otro,CONTRATAR EL SUMINISTRO DE MEDICAMENTOS QUE SE REQUIEREN PARA LOS PACIENTES DE LAS DIFERENTES UNIDADES DE LA SUBRED SUR OCCIDENTE E.S.E. DE ACUERDO A LO RELACIONADO EN EL ANEXO TÉCNICO,2023-09-07,2023-09-22,2023.0,74000000,22600000,7,7,0,6+ oferentes,0,DISTRIBUIDORA COLOMBIANA DE MEDICAMENTOS  Y TECNOLOGIAS EN SALUD SAS - DISCOLMETS S.A.S,828002423,Distrito Capital de Bogotá,Bogotá,Seleccionado,Adjudicado
CO1.REQ.8876785,CMA-DTE-SPI-044-2025 (Presentación de oferta),INVIAS,800215807,Distrito Capital de Bogotá,Bogotá,Nacional,Concurso de méritos abierto,Concurso Méritos,Consultoría,ESTUDIOS Y DISEÑOS PARA MEJORAR LAS CONDICIONES DE NAVEGABILIDAD EN LA RED FLUVIAL NACIONAL LOTES 1 AL 6 (Presentación de oferta),2025-09-08,2025-11-11,2025.0,10300438250,1277180442,19,18,0,6+ oferentes,0,CONSORCIO MNF,No Definido,No Definido,Barranquilla,Seleccionado,Adjudicado
CO1.REQ.8397547,PN RASES4 CD 104/2025,REGIONAL DE ASEGURAMIENTO EN SALUD No. 4,805022186,Valle del Cauca,Cali,Nacional,Contratación Directa (con ofertas),Directa (ofertas),Otro,PRESTACIÓN DE SERVICIOS DE SALUD MÉDICOS HOSPITALARIOS; URGENCIAS; AMBULATORIOS; DE  PRIMER Y SEGUNDO NIVEL DE COMPLEJIDAD (INCLUYE MEDICAMENTOS; TRASLADOS; INSUMOS; TOMA DE LABORATORIOS)  ASI COMO TO,2025-06-11,2025-07-08,2025.0,36000000,6000000,5,5,5,2-5 oferentes,0,CENTRO DE SALUD NUESTRA SEÑORA DE FATIMA ESE,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.989526,LP-DT-SAN-003-2019 (Fase de Selección (Presentación de ofertas)),INVIAS,800215807,Distrito Capital de Bogotá,Bogotá,Nacional,Licitación pública Obra Publica,Licitación Obra Pública,Obra,MANTENIMIENTO RUTINARIO VÍAS A CARGO DEL INSTITUTO NACIONAL DE VÍAS DIRECCIÓN TERRITORIAL SANTANDER (Fase de Selección (Presentación de ofertas)),2019-10-16,2019-12-03,2019.0,20754002306,1068054261,15,15,0,6+ oferentes,0,COOPERATIVA DE TRABAJO ASOCIADO EL VISO,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.7079920,SA-018-MC-2024 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),MUNICIPIO DE SINCELEJO,800104062,Sucre,Sincelejo,Territorial,Selección Abreviada de Menor Cuantía,Menor Cuantía,Prestación de servicios,PRESTACIÓN DE SERVICIOS PARA DESARROLLAR JORNADAS DE VACUNACIÓN MASIVA ANTIRRÁBICA DE PERROS Y GATOS EN EL MUNICIPIO DE SINCELEJO; (ZONA URBANA Y RURAL) CONTEMPLADA EN EL PLAN DE INTERVENCIONES COLECT,2024-10-28,2024-11-08,2024.0,296119982,296119430,1,1,2,1 oferente,1,SERVIMOS SGC S.A.S,823003799,Sucre,Sincelejo,Seleccionado,Adjudicado
CO1.REQ.5047379,LP-018-2023-HOMIL (Presentación de oferta),HOSPITAL MILITAR CENTRAL,830040256,Distrito Capital de Bogotá,No Definido,Nacional,Licitación pública,Licitación Pública,Suministros,SUMINISTRO DE ELEMENTOS DE CURACIÓN DESTINADOS A LA ATENCIÓN DE PACIENTES DEL HOSPITAL MILITAR CENTRAL PARA LAS VIGENCIAS 2023-2026 (Presentación de oferta),2023-09-12,2023-12-06,2023.0,17307849127,783561,28,28,0,6+ oferentes,0,BSN MEDICAL LIMITADA,805019723,Valle del Cauca,Yumbo,Seleccionado,Adjudicado
CO1.REQ.780064,CONVOCATORIA ABIERTA ESAL No. 001 DE 2019,ALCALDIA DE DIBULLA,825000134,La Guajira,Dibulla,Territorial,Contratación régimen especial (con ofertas),Rég. Especial (ofertas),Asociación Público Privada,: DESARROLLO DE LAS ACTIVIDADES CULTURALES; PROMOCIÓN DEL PATRIMONIO CULTURAL FIESTAS PATRONALES,2019-02-21,2019-02-26,2019.0,568000000,565000000,1,1,0,1 oferente,1,FUNDACION CENTRO INTEGRAL DE ATENCION PSICOSOCIAL,No Definido,No Definido,No Definido,Seleccionado,Presentación de oferta
CO1.REQ.7069904,PN MECUC CD 011 2024,POLICIA METROPOLITANA DE CUCUTA*,900259415,Norte de Santander,Cúcuta,Nacional,Contratación Directa (con ofertas),Directa (ofertas),Otro,ARRENDAMIENTO DE UN BIEN INMUEBLE TIPO BODEGA; DISCRIMINADO DE LA SIGUIENTE MANERA: INMUEBLE QUE COMO MÍNIMO CONSTA DE UN ÁREA DE 360 MTS 2; TOTALMENTE CERRADO LIBRE DE CONTAMINACIÓN Y HUMEDAD; QUE CO,2024-10-25,2024-11-01,2024.0,32744659,32744659,1,1,1,1 oferente,1,CARLOS GILBERTO RODRIGUEZ PEÑARANDA,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.6895122,IPMC-084-2024,ALCALDIA MUNICIPIO DE MANZANARES,890802505,Caldas,Manzanares,Territorial,Mínima cuantía,Mínima Cuantía,Suministros,SUMINISTRO DE PRODUCTOS DE MERCADO Y PRODUCTOS PARA REFRIGERIOS NECESARIOS PARA BRINDAR ATENCIÓN ALIMENTARIA Y NUTRICIONAL A LOS ADULTOS MAYORES BENEFICIARIOS DEL PROGRAMA CENTRO DÍA QUE ASISTEN EN MO,2024-09-24,2024-09-27,2024.0,36261800,35500800,1,1,0,1 oferente,1,AUTOSERVICIO PARRA HNOS,No Definido,Caldas,Manzanares,Seleccionado,Adjudicado
CO1.REQ.3069415,CA 009  - 2022,ENTIDAD DE GESTION ADMINISTRATIVA Y TECNICA,901036590,Distrito Capital de Bogotá,No Definido,Territorial,Contratación régimen especial (con ofertas),Rég. Especial (ofertas),Suministros,SUMINISTRO DE DISPOSITIVOS MEDICO QUIRURGICOS,2022-06-23,2022-12-06,2022.0,1449217870,1475411,30,30,0,6+ oferentes,0,QUIRUMEDICAS S.A.S.,860047163,Distrito Capital de Bogotá,No Definido,Seleccionado,Presentación de oferta
CO1.REQ.1884910,089-CENACPERSONAL-2021,CENTRAL ADMINISTRATIVA Y CONTABLE CENAC PERSONAL,900385079,Distrito Capital de Bogotá,Bogotá,Territorial,Mínima cuantía,Mínima Cuantía,Prestación de servicios,MANTENIMIENTO BIENES MUEBLES VIGENCIA 2021,2021-03-09,2021-03-16,2021.0,16704000,16704000,5,5,0,2-5 oferentes,0,MULTISTT S.A.S,901450468,Tolima,Espinal,Seleccionado,Adjudicado
CO1.REQ.120707,CDPS-131-17,DEPARTAMENTO NACIONAL DE PLANEACIÓN,899999011,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación Directa (con ofertas),Directa (ofertas),Prestación de servicios,CARLOS ANDRES CRUZ SANCHEZ,2017-01-11,2017-01-16,2017.0,76529283,76529283,1,1,1,1 oferente,1,Carlos Andrés Cruz Sanchez,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.6350125,PMIC0042024,INDEPORTES QUINDIO,801001532,Quindío,Armenia,Territorial,Mínima cuantía,Mínima Cuantía,Prestación de servicios,CONTRATACION DE PRESTACION DE SERVICIO DE CATERING; RESTAURANTE; CAFETERIA Y/O REFRIGERIOS PARA EL CUBRIMIENTO Y ATENCION DE LAS DIFERENTES ACTIVIDADES Y EVENTOS DESARROLLADOS POR INDEPORTES QUINDIO;,2024-06-07,2024-07-03,2024.0,30000000,30000000,4,4,0,2-5 oferentes,0,GP KANGURO SAS,No Definido,Quindío,Armenia,Seleccionado,Adjudicado
CO1.REQ.10390393,LIC 001 DE 2026 (Presentación de oferta),ALCALDIA MUNICIPAL DE PUERTO BOYACA,891800466,Boyacá,Puerto Boyacá,Territorial,Licitación pública,Licitación Pública,Prestación de servicios,SERVICIO DE VIGILANCIA Y SEGURIDAD PRIVADA PARA SALVAGUARDAR LOS BIENES DE LAS DEPENDENCIAS; RECURSO HUMANO Y LOGISITICO DE LA ALCALDIA DE PUERTO BOYACÁ; BOYACÁ (Presentación de oferta),2026-04-28,2026-05-15,2026.0,762204854,762204854,3,3,0,2-5 oferentes,0,SECURITY JOSFRAN LTDA,No Definido,Boyacá,Puerto Boyacá,Seleccionado,Adjudicado
CO1.REQ.4194993,CMP-MC-01-2023,CONCEJO MUNICIPAL DE PEREIRA,816002478,Risaralda,Pereira,Territorial,Mínima cuantía,Mínima Cuantía,Prestación de servicios,Prestación de servicios,2023-03-01,2023-03-14,2023.0,6522390,5082490,4,4,0,2-5 oferentes,0,COMERCIAL ONIX SAS,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.5174690,SA SI 010 DE 2023 (Presentación de oferta),INSTITUTO DEPARTAMENTAL DE DEPORTES DE ANTIOQUIA,811007127,Antioquia,Medellín,Nacional,Selección abreviada subasta inversa,Subasta Inversa,Compraventa,ADQUISICION DE IMPLEMENTOS DEPORTIVOS PARA LA PUESTA EN MARCHA DEL PROYECTO LA BICIESCUELA INFANTIL ANTIOQUIA EN BICI PARA LA PROMOCIÓN DEL USO DE LA BICICLETA EN EL MARCO DE LA POLÍTICA PÚBLICA  (Pre,2023-10-17,2023-11-09,2023.0,175718807,175716469,5,5,0,2-5 oferentes,0,INVERSIONES Y SUMINISTROS RL S.A.S.,901311809,Antioquia,No Definido,Seleccionado,Adjudicado
CO1.REQ.598669,PN MEVAL SA 007 2018 (Presentación de oferta),POLICIA METROPOLITANA DEL VALLE DE ABURRA,800140985,Antioquia,Medellín,Nacional,Selección abreviada subasta inversa,Subasta Inversa,Suministros,ADQUISICIÓN DE COMBUSTIBLE (Presentación de oferta),2018-10-25,2019-12-08,2019.0,1367165010,185361613,14,13,0,6+ oferentes,0,ESTACIONES DE SERVICIO LOS OSOS SAS,900562919,Antioquia,Santa Rosa De Osos,Seleccionado,Adjudicado
CO1.REQ.1370233,SASI-BLV-CPIP-002-2020 (Presentación de oferta),SENA REGIONAL BOLIVAR Centro para la Industria Petroquímica,899999034,Bolívar,Cartagena,Nacional,Selección abreviada subasta inversa,Subasta Inversa,Suministros,CONTRATACION PARA EL SUMINISTRO DE MATERIAL DE FORMACION POR LOTES A PRECIO UNITARIO Y MONTO AGOTABLE (Presentación de oferta),2020-07-09,2020-08-12,2020.0,312362999,11832849,10,10,0,6+ oferentes,0,Comred SAS,No Definido,Santander,Bucaramanga,Seleccionado,Adjudicado
CO1.REQ.10283676,PN HOCEN SA 008 2026 (Presentación de oferta),HOSPITAL CENTRAL DE LA POLICIA,830067597,Distrito Capital de Bogotá,Bogotá,Nacional,Selección abreviada subasta inversa,Subasta Inversa,Suministros,EL SUMINISTRO DE INSUMOS DE USO COMÚN PARA EL DEPARTAMENTO DE ENFERMERÍA CON DESTINO A LOS USUARIOS Y A LOS DIFERENTES SERVICIOS DEL HOSPITAL CENTRAL POLICÍA NACIONAL (Presentación de oferta),2026-03-23,2026-05-11,2026.0,1529191125,218926516,20,20,0,6+ oferentes,0,COMERCIAL MEDICA DE COLOMBIA SAS,900294203,Huila,Neiva,Seleccionado,Presentación de oferta
CO1.REQ.6866050,CCENEG-078-01-2024 (Presentación de oferta),COLOMBIA COMPRA EFICIENTE,900514813,Distrito Capital de Bogotá,Bogotá,Nacional,Licitación Pública Acuerdo Marco de Precios,Acuerdo Marco,Acuerdo Marco de Precios,Acuerdo Marco de Material de Intendencia III (Presentación de oferta),2024-09-18,2024-11-07,2024.0,0,30000,117,80,0,6+ oferentes,0,ML SUMINISTROS Y SOLUCIONES S.A.S,No Definido,No Definido,No Definido,Abierto,Presentación de oferta
CO1.REQ.121209,FTIC-PS-171-2017,FONDO UNICO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,8001316486,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación Directa (con ofertas),Directa (ofertas),Prestación de servicios,ERIKA VANESA CELI,2017-01-12,2017-01-13,2017.0,45600000,45600000,1,1,1,1 oferente,1,Erika Vanessa Celli Diaz,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.2496852,MC-084-2021,DISTRITO DE TURBO,890981138,Antioquia,Turbo,Territorial,Mínima cuantía,Mínima Cuantía,Prestación de servicios,CAMPAÑA PARA LA CARACTERIZACIÓN Y REGISTRO DE LA POBLACIÓN EN CONDICIÓN DE DISCAPACIDAD Y SOCIALIZACIÓN DE LA RUTA DE ATENCIÓN EN SALUD,2021-12-01,2021-12-09,2021.0,35000000,35000000,1,1,0,1 oferente,1,CORPORACIONH&D,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.7998458,160-SAMC-ESMBAS16-2025 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),DIRECCION DE SANIDAD EJERCITO DISPENSARIO MEDICO YOPAL,901540945,Casanare,Yopal,Nacional,Selección Abreviada de Menor Cuantía,Menor Cuantía,Prestación de servicios,PRESTACIÓN DE SERVICIOS DE ASEO HOSPITALARIO A TODO COSTO (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),2025-03-20,2025-04-08,2025.0,347895000,229495000,3,3,12,2-5 oferentes,0,INGENIERIA Y SUMINISTROS L&S SAS,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.4710230,MC-ANT-CTMA-05-9204-103-2023,SENA REGIONAL ANTIOQUIA Grupo Administrativo Intercentros Medellin,899999034,Antioquia,Medellín,Nacional,Mínima cuantía,Mínima Cuantía,Prestación de servicios,5_9204_432 Contratar el servicio de transporte para los aprendices del Centro de Tecnología de la Manufactura Avanzada.,2023-06-23,2023-06-28,2023.0,15000000,15000000,1,1,0,1 oferente,1,COOPERATIVA DE TRANSPORTES ESPECIALES,No Definido,Antioquia,Medellín,Seleccionado,Presentación de oferta
CO1.REQ.5375212,IPMC 021-2023,MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE,830115395,Distrito Capital de Bogotá,Bogotá,Nacional,Mínima cuantía,Mínima Cuantía,Prestación de servicios,CONTRATAR EL SUMINISTRO; MANTENIMIENTO Y RECARGA DE EXTINTORES PARA EL MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE,2023-12-04,2023-12-15,2023.0,8778695,4336000,7,7,0,6+ oferentes,0,Extintores Eje Cafetero,No Definido,Caldas,Manizales,Seleccionado,Adjudicado
CO1.REQ.2369225,IMC-033-2021,ALCALDIA DISTRITO DE RIOHACHA,892115007,La Guajira,Riohacha,Territorial,Mínima cuantía,Mínima Cuantía,Prestación de servicios,CONTRATAR UN OPERADOR LOGISTICO QUE PRESTE LOS SERVICIOS PARA LA REALIZACION DE LAS DIFERENTES ACTIVIDADES A CARGO DE LA SECRETARÍA DE EDUCACIÓN DISTRITAL DE RIOHACHA,2021-10-11,2021-10-20,2021.0,44955653,35979933,6,6,0,6+ oferentes,0,GRUPO ASESOR DE GESTION Y SERVICIOS SAS,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.7021258,MC-RNEC-002-2024,RNEC,899999040,Distrito Capital de Bogotá,Bogotá,Nacional,Mínima cuantía,Mínima Cuantía,Prestación de servicios,SERVICIO LOGISTICO,2024-10-16,2024-10-30,2024.0,4999500,4460000,1,1,0,1 oferente,1,INVERSIONES FAMINI S.A.S,901491321,Norte de Santander,Cúcuta,Seleccionado,Adjudicado
CO1.REQ.2177636,STM-MC-036-2021,MUNICIPIO DE PIEDECUESTA,890205383,Santander,Piedecuesta,Territorial,Mínima cuantía,Mínima Cuantía,Prestación de servicios,PRESTAR EL SERVICIO PARA LA IMPLEMENTACIÓN DE LA CAMPAÑA MOVILIZATE PASO A PASO Y PEDALEANDO POR UNA PIEDECUESTA SEGURA; PARA INCENTIVAR EL USO DE LA BICICLETA Y EL CAMINAR,2021-07-23,2021-07-29,2021.0,19020000,18650000,2,2,0,2-5 oferentes,0,Corporacion para el desarrollo social y cultural Espacio Abierto,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.8527724,CAS-FDS-CD-003-2025,GOBERNACION DEL CASANARE,892099216,Casanare,Yopal,Territorial,Contratación Directa (con ofertas),Directa (ofertas),Compraventa,ADQUISICIÓN E INSTALACIÓN DE UN EQUIPO COMPLETO PARA EL ANÁLISIS; PROCESAMIENTO Y CORRELACIÓN DE EVIDENCIAS (SISTEMA DE COMPARACIÓN BALÍSTICA - MACROSCOPIO DE COMPARACIÓN BALÍSTICA MOTORIZADO) PARA LA,2025-07-07,2025-07-17,2025.0,2526215300,2526215300,1,1,151,1 oferente,1,SANITAS S.A.S.,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.968737,SASI-12-2019-SC (Presentación de oferta),IGAC Sede Central *,899999004,Distrito Capital de Bogotá,No Definido,Nacional,Selección abreviada subasta inversa,Subasta Inversa,Prestación de servicios,MANTENIMIENTO LABORATORIO NACIONAL DE SUELOS (Presentación de oferta),2019-09-20,2019-10-29,2019.0,417858341,23900000,10,10,0,6+ oferentes,0,NETA INGENIERIA LTDA,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.2464061,FDLK-SAMC-7-2021 (Manifestación de interés (Menor Cuantía)) (Presentación de oferta),ALCALDIA LOCAL DE KENNEDY,899999061,Distrito Capital de Bogotá,No Definido,Territorial,Selección Abreviada de Menor Cuantía,Menor Cuantía,Prestación de servicios,CAPACITAR Y ENTRENAR A HABITANTES DE LA LOCALIDAD DE KENNEDY; EN RESPUESTA A EMERGENCIAS; CON ÉNFASIS EN LA PREVENCIÓN DE RIESGOS DE DESASTRES; EN EL MARCO DEL PROYECTO KENNEDY EFICIENTE EN LA REDUCC,2021-11-17,2021-12-23,2021.0,383215000,383215000,3,3,16,2-5 oferentes,0,UNIÓN TEMPORAL KENNEDY GESTIÓN DEL RIESGO 2021,No Definido,No Definido,Bogotá,Seleccionado,Adjudicado
CO1.REQ.3010812,SASI-015-2022 (Presentación de oferta),MINISTERIO DE TRANSPORTE*,899999055,Distrito Capital de Bogotá,Bogotá,Nacional,Selección abreviada subasta inversa,Subasta Inversa,Compraventa,RENOVACIÓN Y ADQUISICIÓN DE SOLUCIONES TECNOLÓGICAS A NIVEL DE INFRAESTRUCTURA; SEGURIDAD Y BASES DE DATOS PARA EL MINISTERIO DE TRANSPORTE. (Presentación de oferta),2022-05-18,2022-06-17,2022.0,2743640649,160486880,9,8,0,6+ oferentes,0,CCD COMPAÑIA DE CIBERSEGURIDAD Y DEFENSA SAS,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.207117,CTO 265 - 2017,ICANH,830067892,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación Directa (con ofertas),Directa (ofertas),Prestación de servicios,Prestar sus servicios profesionales para elaborar detallados informes etnográficos y un informe etnológico regional,2017-08-17,2017-08-29,2017.0,29000000,29000000,1,1,1,1 oferente,1,Jorge Andrés Perugache Salas,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.3019640,408-MC-028 DE 2022,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO OCAÑA,807001559,Norte de Santander,Ocaña,Nacional,Mínima cuantía,Mínima Cuantía,Compraventa,ADQUISICION DE CIGARRILLOS,2022-05-17,2022-05-23,2022.0,7741670,6251000,1,1,0,1 oferente,1,COMERCIALIZADORA Y DISTRIBUIDORA TORRES S.A.S,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
CO1.REQ.8622367,SI-ARN-1116-2025  (Presentación de oferta),AGENCIA PARA LA REINCORPORACIÓN Y LA NORMALIZACIÓN,900477169,Distrito Capital de Bogotá,No Definido,Nacional,Selección abreviada subasta inversa,Subasta Inversa,Compraventa,ELEMENTOS PROTECCIÓN PERSONAL (Presentación de oferta),2025-07-24,2025-08-28,2025.0,228138875,33790000,39,28,0,6+ oferentes,0,Suministros Pro EPP SAS,No Definido,Antioquia,Medellín,Seleccionado,Presentación de oferta
CO1.REQ.231338,LP-04-2017  (Presentación de oferta),CAJA DE RETIRO DE LAS FUERZAS MILITARES,899999118,Distrito Capital de Bogotá,Bogotá,Nacional,Licitación pública,Licitación Pública,Otro,Contratar los seguros que amparen los intereses patrimoniales actuales y futuros; así como los bienes de propiedad de CAJA DE RETIRO DE LAS FUERZAS MILITARES; o que estén bajo su responsabilidad y cus,2017-10-06,2017-12-11,2017.0,994529785,473368137,2,2,0,2-5 oferentes,0,Aseguradora Solidaria de Colombia Entidad Cooperativa.,860524654,Distrito Capital de Bogotá,No Definido,Seleccionado,Presentación de oferta
CO1.REQ.3027104,MC-RCO-DIR-0010-2022_2,SERVICIO NACIONAL DE APRENDIZAJE SENA REGIONAL CORDOBA,899999034,Córdoba,No Definido,Nacional,Mínima cuantía,Mínima Cuantía,Suministros,MC-RCO-DIR-0010-2022_2,2022-05-23,2022-06-02,2022.0,35708856,35708856,2,2,0,2-5 oferentes,0,SION LOGISTICS & CONSTRUCCIONES S.A.S,901020469,Córdoba,Montería,Seleccionado,Adjudicado
CO1.REQ.5248390,SASI-003-2023 (Presentación de oferta),ITTHUILA,800115005,Huila,Rivera,Territorial,Selección abreviada subasta inversa,Subasta Inversa,Compraventa,CONTRATO DE COMPRAVENTA DE MATERIALES Y HERRAMIENTAS NECESARIAS PARA EL DESARROLLO DE LAS ACTIVIDADES Y ACCIONES DE SEGURIDAD VIAL QUE SE ADELANTEN EN EL MARCO DE LAS COMPETENCIAS DEL INSTITUTO (Prese,2023-11-07,2023-11-22,2023.0,138954110,138954110,1,1,0,1 oferente,1,VICTOR MANUEL GUZMAN TOVAR,No Definido,No Definido,No Definido,Seleccionado,Adjudicado
